a,b,c,d,e,gamma,t0,x0,y0,k1,k2,max_x_s1,max_x_s2,max_y_s1,max_y_s2,HM_x_1,HM_x_2,HM_y_1,HM_y_2,PM_x_1,PM_x_2,PM_y_1,PM_y_2,sym
1.4,0.1093,0.02,0.175,1,1,100,11,10,50,50,0,0,50,50,1,1,1,1,1,1,1,1,TRUE
