"","d_mean_x_so","d_mean_y_so","d_mean_h_so","d_mean_h_so_mid","c_mean_x_so","c_mean_y_so","c_mean_h_so","c_mean_h_so_mid","d_mean_x_ne","d_mean_y_ne","d_mean_h_ne","d_mean_h_ne_mid","c_mean_x_ne","c_mean_y_ne","c_mean_h_ne","c_mean_h_ne_mid"
"1",28.3960396039604,15.6534653465347,9.13861386138614,8.88888888888889,31.3093045456872,14.3138003825076,8.73323783183257,8.8836435847254,28.6039603960396,15.5643564356436,9.11881188118812,9.11111111111111,37.5773443150203,11.1731694239457,3.81997279701103,3.93825061151012
