"","d_mean_x_so","d_mean_y_so","d_mean_h_so","d_mean_h_so_mid","c_mean_x_so","c_mean_y_so","c_mean_h_so","c_mean_h_so_mid","d_mean_x_ne","d_mean_y_ne","d_mean_h_ne","d_mean_h_ne_mid","c_mean_x_ne","c_mean_y_ne","c_mean_h_ne","c_mean_h_ne_mid"
"1",30.1881188118812,7.22772277227723,2.36633663366337,2.33333333333333,31.1618319164669,6.53669169623524,1.911148506354,1.87173411683809,35.1881188118812,5.41584158415842,2.02970297029703,2,43.036168470484,2.69844645485584,0.560810449701916,0.52845841972029
