"";"xt";"yt";"at"
"1";11;10;7,57
"2";18,5669;2,0005461;0,0002524942499001
"3";28,8066873421779;2,38276124216015;0
"4";37,4331261667361;3,98324983786956;0
"5";37,3449238271984;8,05632520434716;2,72699272409153
"6";33,8105405658658;10,4893130347029;5,87962654416438
"7";34,9428573685856;8,45725829019503;3,53440107961936
"8";34,4766194753867;9,23096854629745;4,44798270368146
"9";34,7077977087562;8,89123487237456;4,03889555974769
"10";34,5955075195824;9,0592004299169;4,24054817404218
"11";34,6506242746328;8,97749443624211;4,14230715385229
"12";34,6237061516798;9,0175708814235;4,19045903591956
"13";34,636885162613;8,99799137799652;4,16692582921263
"14";34,6304405547506;9,00757580192299;4,17844363549783
"15";34,6335938691923;9,00288857662363;4,17281041586595
"16";34,6320514144588;9,00518191930408;4,17556649496642
"17";34,632806018401;9,00406010042487;4,17421829490458
"18";34,6324368745515;9,00460891439701;4,17487785203156
"19";34,6326174617324;9,00434043943184;4,17455520091211
"20";34,6325291189645;9,00447177854053;4,17471304285118
"21";34,6325723363617;9,00440752772516;4,17463582681665
"22";34,6325511944385;9,00443895929024;4,17467360095867
"23";34,6325615370739;9,00442358298445;4,17465512186227
"24";34,6325564774583;9,00443110507703;4,17466416183955
"25";34,6325589526226;9,00442742527024;4,17465973948345
"26";34,6325577417723;9,00442922543194;4,17466190290024
"27";34,6325583341203;9,00442834479289;4,17466084455679
"28";34,6325580443437;9,00442877560153;4,17466136229842
"29";34,6325581861024;9,00442856484994;4,17466110901921
"30";34,632558116754;9,00442866794962;4,17466123292341
"31";34,6325581506793;9,00442861751325;4,17466117230947
"32";34,632558134083;9,00442864218673;4,17466120196181
"33";34,6325581422019;9,00442863011646;4,17466118745589
"34";34,6325581382302;9,00442863602124;4,17466119455219
"35";34,6325581401732;9,00442863313262;4,17466119108068
"36";34,6325581392226;9,00442863454573;4,17466119277894
"37";34,6325581396876;9,00442863385443;4,17466119194814
"38";34,6325581394602;9,00442863419263;4,17466119235458
"39";34,6325581395714;9,00442863402717;4,17466119215574
"40";34,632558139517;9,00442863410812;4,17466119225302
"41";34,6325581395436;9,00442863406852;4,17466119220543
"42";34,6325581395306;9,00442863408789;4,17466119222871
"43";34,632558139537;9,00442863407841;4,17466119221732
"44";34,6325581395339;9,00442863408305;4,1746611922229
"45";34,6325581395354;9,00442863408078;4,17466119222016
"46";34,6325581395346;9,0044286340819;4,17466119222151
"47";34,632558139535;9,00442863408135;4,17466119222084
"48";34,6325581395348;9,00442863408162;4,17466119222117
"49";34,6325581395349;9,00442863408148;4,17466119222101
"50";34,6325581395349;9,00442863408155;4,17466119222109
"51";34,6325581395349;9,00442863408152;4,17466119222106
"52";34,6325581395349;9,00442863408153;4,17466119222106
"53";34,6325581395349;9,00442863408153;4,17466119222106
"54";34,6325581395349;9,00442863408153;4,17466119222106
"55";34,6325581395349;9,00442863408153;4,17466119222106
"56";34,6325581395349;9,00442863408153;4,17466119222106
"57";34,6325581395349;9,00442863408153;4,17466119222106
"58";34,6325581395349;9,00442863408153;4,17466119222106
"59";34,6325581395349;9,00442863408153;4,17466119222106
"60";34,6325581395349;9,00442863408153;4,17466119222106
"61";34,6325581395349;9,00442863408153;4,17466119222106
"62";34,6325581395349;9,00442863408153;4,17466119222106
"63";34,6325581395349;9,00442863408153;4,17466119222106
"64";34,6325581395349;9,00442863408153;4,17466119222106
"65";34,6325581395349;9,00442863408153;4,17466119222106
"66";34,6325581395349;9,00442863408153;4,17466119222106
"67";34,6325581395349;9,00442863408153;4,17466119222106
"68";34,6325581395349;9,00442863408153;4,17466119222106
"69";34,6325581395349;9,00442863408153;4,17466119222106
"70";34,6325581395349;9,00442863408153;4,17466119222106
"71";34,6325581395349;9,00442863408153;4,17466119222106
"72";34,6325581395349;9,00442863408153;4,17466119222106
"73";34,6325581395349;9,00442863408153;4,17466119222106
"74";34,6325581395349;9,00442863408153;4,17466119222106
"75";34,6325581395349;9,00442863408153;4,17466119222106
"76";34,6325581395349;9,00442863408153;4,17466119222106
"77";34,6325581395349;9,00442863408153;4,17466119222106
"78";34,6325581395349;9,00442863408153;4,17466119222106
"79";34,6325581395349;9,00442863408153;4,17466119222106
"80";34,6325581395349;9,00442863408153;4,17466119222106
"81";34,6325581395349;9,00442863408153;4,17466119222106
"82";34,6325581395349;9,00442863408153;4,17466119222106
"83";34,6325581395349;9,00442863408153;4,17466119222106
"84";34,6325581395349;9,00442863408153;4,17466119222106
"85";34,6325581395349;9,00442863408153;4,17466119222106
"86";34,6325581395349;9,00442863408153;4,17466119222106
"87";34,6325581395349;9,00442863408153;4,17466119222106
"88";34,6325581395349;9,00442863408153;4,17466119222106
"89";34,6325581395349;9,00442863408153;4,17466119222106
"90";34,6325581395349;9,00442863408153;4,17098677361641
"91";34,6236503234181;9,01066399843832;4,18980540464708
"92";34,6520275666696;8,98736659478571;4,14175832478482
"93";34,5987609769644;9,03556323047241;4,24192254715273
"94";34,7119823317066;8,93574899844968;4,03215429893768
"95";34,4719406338645;9,14709505846102;4,44742633802677
"96";34,9076830486178;8,74885784681255;3,62808954195077
"97";33,9853240273901;9,55857971775501;6,2099005552899
"98";37,9927147260816;6,31380146747204;0,782781529123468
"99";33,3191883487719;11,0039490878048;0
"100";19,8816070069799;17,5988002595525;17,5988002595525
"101";33,055252176698;0;0
