"","d_mean_x_so","d_mean_y_so","d_mean_h_so","d_mean_h_so_mid","c_mean_x_so","c_mean_y_so","c_mean_h_so","c_mean_h_so_mid","d_mean_x_ne","d_mean_y_ne","d_mean_h_ne","d_mean_h_ne_mid","c_mean_x_ne","c_mean_y_ne","c_mean_h_ne","c_mean_h_ne_mid"
"1",30.0990099009901,7.25742574257426,2.36633663366337,2.33333333333333,31.1618319164669,6.53669169623524,1.911148506354,1.87173411683809,32.1287128712871,6.1980198019802,2.04950495049505,2.02469135802469,43.036168470484,2.69844645485584,0.560810449701916,0.52845841972029
