"","d_mean_x_so","d_mean_y_so","d_mean_h_so","d_mean_h_so_mid","c_mean_x_so","c_mean_y_so","c_mean_h_so","c_mean_h_so_mid","d_mean_x_ne","d_mean_y_ne","d_mean_h_ne","d_mean_h_ne_mid","c_mean_x_ne","c_mean_y_ne","c_mean_h_ne","c_mean_h_ne_mid"
"1",35.9108910891089,9.04950495049505,4.56435643564356,4.51851851851852,34.0841768449807,8.82403424016747,4.11543373305964,4.17453425141492,34.5247524752475,8.47524752475248,4.08910891089109,4.04938271604938,42.0793889124381,4.98130476892032,1.43390460790124,1.39124485986347
